Gene name,GBM12-EV,GBM12_shPDK1,GBM12_shPDK1 set2
DDX12P,1.03,0.67,0.85
DDX12P,1.58,0.85,1.34
DDX12P,0.37,0.4,0.36
SNORA75,0.18,0,0
BX647938,0.21,0.26,0.23
KLRB1,0,0,0.02
LOC374443,1,0.58,1.03
LOC374443,0.89,0.53,0.95
LOC374443,0.98,0.59,1.02
LOC374443,1.07,0.64,1.11
LOC374443,0.92,0.54,0.94
LOC374443,0.89,0.52,0.92
LOC374443,1.09,0.65,1.03
LOC374443,1.18,0.7,1.1
LOC374443,1,0.58,1.02
LOC374443,0.95,0.56,1
CLEC2D,2.59,1.7,2.36
CLEC2D,2.62,1.71,2.39
CLEC2D,2.63,1.72,2.4
CLEC2D,2.66,1.73,2.42
CLEC2D,2.66,1.74,2.43
CLEC2D,2.7,1.76,2.45
CLEC2D,2.35,1.55,2.15
CLEC2D,2.59,1.68,2.36
CLECL1,0.02,0,0
CLEC2B,0.1,0,0.01
CLEC2A,0.02,0,0
CLEC2A,0.01,0,0
CLEC12A,0,0,0.01
CLEC12A,0,0,0.01
CLEC12A,0,0,0.01
CLEC12A,0,0,0.01
CLEC12B,0,0,0
CLEC12B,0,0,0
CLEC12B,0.01,0,0
CLEC12B,0.01,0,0
CLEC1A,0.56,0,0
CLEC1A,0.54,0,0
CLEC1A,0.5,0,0
CLEC7A,0.27,0.47,0.35
CLEC7A,0.26,0.44,0.33
CLEC7A,0.29,0.49,0.37
CLEC7A,0.27,0.46,0.35
CLEC7A,0.29,0.49,0.37
TMEM52B,0,0.01,0.01
TMEM52B,0,0.01,0.01
GABARAPL1,5.51,5.78,6.32
GABARAPL1,12.18,13.16,13.44
GABARAPL1,9.62,10.51,10.72
KLRD1,1.28,1.77,1.28
KLRD1,1.26,1.73,1.25
KLRD1,1.29,1.78,1.29
KLRD1,1.28,1.77,1.28
KLRD1,1.28,1.76,1.27
KLRD1,1.32,1.82,1.32
AK096314,0.55,0.52,0.37
KLRK1,0.36,0.39,0.41
KLRK1,0.36,0.38,0.41
KLRC4-KLRK1,0.32,0.36,0.38
KLRC4-KLRK1,0.32,0.34,0.36
KLRC4-KLRK1,0.33,0.37,0.4
KLRC4,0.2,0.16,0.2
KLRC3,0.37,0.26,0.23
KLRC3,0.37,0.27,0.23
KLRC3,0.41,0.27,0.37
KLRC3,0.13,0.11,0.14
KLRC3,0.13,0.11,0.14
KLRC2,0.11,0.06,0.15
KLRC2,0.09,0.04,0.15
KLRC1,0.02,0,0
KLRC1,0.02,0,0
KLRC1,0.02,0,0
KLRC1,0.02,0,0
KLRC1,0.02,0,0
KLRAP1,0.45,0.69,0.43
KLRAP1,0.41,0.64,0.4
KLRAP1,0.4,0.61,0.38
KLRAP1,0.36,0.58,0.42
MAGOHB,4.35,1.82,2.66
MAGOHB,3.61,1.86,2.55
STYK1,0,0,0
YBX3,179.19,247.44,210.94
YBX3,177.32,243.76,208.21
TAS2R10,0.13,0.27,0.03
PRR4,3.72,4.64,4.61
PRR4,1.75,1.93,2.38
PRH1-PRR4,4.97,5.06,5.26
PRH1-PRR4,7.76,7.86,8.09
PRR4,0.1,0.12,0.04
PRH1,0.6,0.79,0.99
PRH1-PRR4,4.69,4.52,4.78
PRH1-PRR4,5.38,5.24,5.48
PRB4,0.03,0.05,0.15
TAS2R13,0.02,0,0.01
PRH2,0.05,0.04,0.03
PRH2,0.06,0.04,0.04
PRH2,0.05,0.03,0.03
PRH1-PRR4,3.48,2.82,3.09
TAS2R14,0.33,0.12,0.25
TAS2R50,0.05,0.01,0.01
TAS2R20,0.44,0.73,0.82
TAS2R19,0.15,0.18,0.16
TAS2R31,0.18,0.12,0.23
TAS2R46,0.03,0.01,0
TAS2R43,0,0.01,0
TAS2R30,0.01,0.01,0
LOC100129361,5.58,3.79,4.14
TAS2R42,0,0.02,0.03
PRB3,0.01,0,0
LOC338817,0.3,0.57,0.35
ETV6,6.24,6.92,6.7
ETV6,7.12,7.53,8
BC038742,0.77,1.13,1
BCL2L14,0.01,0.01,0.01
BCL2L14,0.01,0.01,0.02
BCL2L14,0.01,0.01,0.01
BCL2L14,0,0,0.02
LRP6,12.21,15.47,14.69
LRP6,12.74,16.21,15.5
MANSC1,1.96,1.27,1.81
MANSC1,2.09,1.23,1.8
MANSC1,2.08,1.22,1.81
LOH12CR2,2.3,2.44,1.97
LOH12CR1,2.53,3.71,3.44
LOH12CR1,2.25,3.35,3.14
DUSP16,8.49,10.12,13.13
DUSP16,8.58,10.24,13.32
CREBL2,17.69,15.04,16.02
CREBL2,17.1,14.59,15.4
GPR19,1.28,0.83,0.98
GPR19,1.24,0.79,0.93
GPR19,1.35,0.9,1.07
GPR19,0.04,0.02,0.06
CDKN1B,39.57,63.29,110.14
APOLD1,5.13,6.05,7.02
DDX47,18.89,15.93,18.94
MIR613,0,0,0.15
APOLD1,5.17,6.11,7.02
DDX47,6.68,6.12,7.17
DDX47,15.68,13.28,15.41
DDX47,24.32,20.31,24.19
DDX47,22.92,19.06,23.05
RPL13AP20,138.51,84.19,136.59
GPRC5A,0.62,4.3,4.61
MIR614,0,1.23,0.5
GPRC5D,0,0.03,0.01
HEBP1,10.84,12.99,17.69
LOC100506314,0.05,0.05,0.07
HTR7P1,0.61,0.31,0.27
AK125676,0,0,0.01
KIAA1467,5.16,4.61,6.13
KIAA1467,4.94,4.56,5.79
GSG1,0.61,0.8,0.43
GSG1,0.59,0.77,0.42
GSG1,0.57,0.74,0.4
GSG1,0.63,0.82,0.45
GSG1,0.57,0.74,0.4
GSG1,0.55,0.71,0.39
GSG1,0.59,0.76,0.42
GSG1,0,0,0.01
EMP1,32.13,37.42,15.43
EMP1,46.71,55.02,23.89
EMP1,44.89,53.26,23.14
C12orf36,0,0.01,0
GRIN2B,0.27,1.31,0.95
7SK,0,0.04,0
ATF7IP,18.75,33.13,25.56
ATF7IP,17.48,30.58,23.98
ATF7IP,16.11,28.22,22.43
ATF7IP,20.34,36.09,27.63
ATF7IP,20.11,35.78,27.36
ATF7IP,19.17,34.52,26.54
ATF7IP,20.38,36.66,27.99
ATF7IP,17.09,29.75,23.31
ATF7IP,20.08,35.84,27.42
BC067269,4.4,7.08,5.34
PLBD1,0.53,0.92,0.8
GUCY2C,0.01,0.01,0
HIST4H4,0.03,0.05,0.01
HIST4H4,0.03,0,0
H2AFJ,0.11,0,0
H2AFJ,0.12,0,0
WBP11,31.46,25.38,28.43
C12orf60,0.57,0.7,0.54
SMCO3,0.04,0.03,0.03
SMCO3,0.08,0.04,0.06
C12orf60,0.65,0.85,0.51
ART4,0.01,0,0
ART4,0.02,0,0
ART4,0.01,0,0
MGP,122.27,137.65,55.95
MGP,149.41,170.11,68.72
ERP27,0.03,0,0
ARHGDIB,1.04,0.28,0.1
PDE6H,0,0.02,0.02
RERG,0.1,1.54,0.95
RERG,0.1,1.55,0.9
RERG,0.11,1.53,0.88
PTPRO,0.57,0.01,0.23
PTPRO,0.35,0.01,0.1
PTPRO,0.35,0.01,0.1
PTPRO,0.2,0.01,0.03
PTPRO,0.16,0.01,0.02
PTPRO,0.21,0.01,0.03
PTPRO,0.16,0.01,0.02
EPS8,3.63,0.45,2.83
EPS8,4.08,0.5,3.11
EPS8,4.07,0.48,3.03
EPS8,3.88,0.45,2.91
STRAP,85.95,66.42,87.32
STRAP,77.04,59.49,78.38
STRAP,78.73,60.69,80.03
DERA,5.88,2.74,3.31
DERA,9.79,4.37,5.42
MGST1,0.13,0,0
MGST1,0.11,0,0
MGST1,0.12,0,0
MGST1,0.11,0,0
MGST1,0.13,0,0
MGST1,0.11,0.08,0.04
MGST1,0.12,0,0
MGST1,0.1,0,0
MGST1,0.13,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
LMO3,0,0,0
SKP1P2,0.07,0.08,0.08
PIK3C2G,0,0,0
PIK3C2G,0,0,0
PIK3C2G,0,0,0
PIK3C2G,0,0,0
PLEKHA5,0.1,0.07,0.06
PLEKHA5,1.16,0.65,0.4
PLEKHA5,1.08,0.79,0.58
PLEKHA5,1.16,0.67,0.35
PLEKHA5,1.34,0.77,0.41
PLEKHA5,1.32,0.76,0.4
PLEKHA5,1.22,0.71,0.36
PLEKHA5,1.34,0.76,0.44
PLEKHA5,1.19,0.72,0.39
PLEKHA5,1.18,0.71,0.17
AEBP2,6.63,8.75,7.82
AEBP2,6.74,8.91,8.02
AEBP2,6.55,8.83,8
PDE3A,1.4,4.78,2.73
PDE3A,1.43,4.9,2.81
SLCO1C1,0.05,0.25,0.11
SLCO1C1,0.05,0.25,0.1
SLCO1C1,0.04,0.26,0.12
SLCO1C1,0.05,0.25,0.11
SLCO1C1,0.05,0.25,0.1
SLCO1B3,0,0.01,0
SLCO1B3,0,0,0
SLCO1B3,0,0.01,0
SLCO1A2,0,0,0
SLCO1A2,0,0,0
SLCO1A2,0,0,0
SLCO1A2,0.02,0.02,0.02
SLCO1A2,0.02,0.02,0.02
SLCO1A2,0.4,0.33,0.33
IAPP,1.25,1.63,1.15
PYROXD1,5.1,3.2,3.72
PYROXD1,5.09,3.22,3.72
RECQL,13.45,8.86,10.28
RECQL,13.19,8.65,10.05
GOLT1B,15.87,17.11,19.46
GOLT1B,15.09,16.4,18.59
GOLT1B,15.65,16.95,19.37
GOLT1B,14.8,16.42,18.7
C12orf39,0.02,0.02,0.02
C12orf39,0.04,0.04,0
C12orf39,0.03,0,0
GYS2,0.02,0.03,0.01
LDHB,294.75,246.14,341.39
LDHB,352.74,294.06,408.88
KCNJ8,0.4,0.23,0.34
ABCC9,1.41,1.75,1.16
ABCC9,0.01,0,0
CMAS,20.6,16.96,20.78
CMAS,18.98,16.06,19.32
ST8SIA1,1.24,2.93,1.96
ST8SIA1,1.2,2.85,1.92
C2CD5,8.15,7.44,7.09
C2CD5,8.82,7.92,7.49
C2CD5,8.95,8.03,7.68
C2CD5,8.17,7.42,7.03
C2CD5,8.77,7.88,7.43
C2CD5,8.34,7.55,7.16
C2CD5,6.33,5.47,5.33
ETNK1,6.87,8.47,8.71
ETNK1,6.63,8.24,7.96
ETNK1,6.48,8.07,7.76
SOX5,6.63,6.83,6.95
SOX5,6.61,6.85,7.02
SOX5,6.54,6.79,6.93
SOX5,6.47,6.73,6.86
SOX5,6.29,6.52,6.72
SOX5,5.9,6.31,6.4
SOX5,5,5.27,5.34
SOX5,2.58,2.46,2.88
LINC00477,0.01,0.01,0
BCAT1,1.69,4.07,3.54
BCAT1,1.75,4.2,3.65
BCAT1,1.69,4.09,3.53
BCAT1,1.69,4.05,3.5
BCAT1,1.68,4.01,3.5
C12orf77,0.15,0.35,0.17
C12orf77,0.07,0.11,0.02
LRMP,0.01,0,0.02
LRMP,0.01,0.01,0.04
LRMP,0.01,0.01,0.05
LRMP,0.01,0.01,0.04
LRMP,0.01,0,0.03
LRMP,0.01,0.01,0.04
LRMP,0.01,0.01,0.05
CASC1,0.08,0.03,0.02
CASC1,0.08,0.03,0.02
CASC1,0.08,0.03,0.02
CASC1,0.08,0.03,0.02
CASC1,0.09,0.02,0.02
CASC1,0.08,0.02,0.02
CASC1,0.13,0.03,0.03
CASC1,0.07,0,0
LYRM5,10.9,12.06,7.67
LYRM5,10.5,11.39,7.45
KRAS,10.81,9.26,9.8
KRAS,11.21,9.64,10.2
KRAS,0.73,0.51,0.53
IFLTD1,0.02,0,0
IFLTD1,0.02,0,0
IFLTD1,0.01,0,0
IFLTD1,0.23,0.25,0.18
IFLTD1,0.02,0,0
RASSF8-AS1,1.9,0.67,0.71
RASSF8-AS1,1.31,0.33,0.41
RASSF8-AS1,1.29,0.32,0.41
RASSF8,2.83,1.98,1.71
RASSF8,7.95,5.35,4.31
RASSF8,8.04,5.44,4.36
RASSF8,5.29,3.47,2.77
RASSF8,7.8,5.25,4.23
RASSF8,7.46,5.03,4.05
BHLHE41,0.6,1.29,2.24
SSPN,0.22,0.4,0.5
SSPN,0.23,0.4,0.51
SSPN,0.21,0.16,0.25
SSPN,0.25,0.2,0.24
ITPR2,0.2,0.03,0.86
ITPR2,0.23,0.04,0.87
ITPR2,0.23,0.01,0.81
ITPR2,0.23,0.01,0.76
ASUN,11.18,8.12,10.76
ASUN,10.3,7.2,9.67
ASUN,10.18,7.09,9.54
FGFR1OP2,12.95,10.2,11.07
FGFR1OP2,9.8,9.38,9.6
FGFR1OP2,9.21,9.24,9.52
TM7SF3,15.61,12.22,13.5
MED21,7.53,4.92,6.74
MED21,8.24,5.39,7.39
MED21,7.77,5.05,6.83
MED21,7.8,5.1,6.93
C12orf71,0,0.04,0.01
STK38L,9.11,7.5,6.65
STK38L,8.72,7.11,6.31
STK38L,8.48,6.94,6.17
STK38L,7.48,6.25,5.59
ARNTL2,2.5,1.33,1.65
ARNTL2,2.52,1.34,1.66
ARNTL2,2.59,1.37,1.7
ARNTL2,2.54,1.34,1.67
ARNTL2,2.5,1.29,1.65
ARNTL2,2.53,1.34,1.67
BC043511,0.05,0.02,0
SMCO2,0.02,0.1,0.15
PPFIBP1,4.1,5.79,5.4
PPFIBP1,11.81,17.04,14.87
PPFIBP1,15.78,22.38,19.67
PPFIBP1,17.83,25.72,22.1
PPFIBP1,17.46,25.01,21.64
PPFIBP1,17.98,25.76,22.27
PPFIBP1,17.18,24.55,21.21
AK000807,0.27,0.31,0.42
PPFIBP1,16.81,24.19,20.6
REP15,0.36,0.18,0.29
MRPS35,22.51,17.48,23.36
MRPS35,20.89,16.29,21.81
MANSC4,0.06,0.02,0
KLHL42,8.7,6.85,6.7
PTHLH,0.9,1.86,2.58
PTHLH,1.15,2.23,3.01
PTHLH,0.93,1.25,2.3
PTHLH,1.11,1.52,2.6
CCDC91,5.2,5.28,6.01
CCDC91,5.27,5.37,6.02
CCDC91,4.82,4.53,5.41
CCDC91,5.95,6.01,6.88
CCDC91,5.7,5.91,6.67
FAR2,0.43,0.49,0.25
FAR2,0.44,0.5,0.26
FAR2,0.45,0.53,0.28
AX746523,0.18,0.2,0.08
ERGIC2,18.82,14.26,15.45
ERGIC2,18.1,13.57,14.84
OVCH1-AS1,0,0.02,0.01
OVCH1-AS1,0,0.02,0.01
OVCH1-AS1,0,0.01,0.01
OVCH1,0.04,0.04,0.03
TMTC1,11.47,16.98,9.4
TMTC1,11.44,16.68,9.26
TMTC1,12.31,17.88,9.93
TMTC1,12.46,17.94,10.07
TMTC1,11.89,17.17,9.63
TMTC1,4.05,5.2,3.21
IPO8,15.36,14.57,12.54
IPO8,15.69,14.77,12.76
IPO8,13.42,12.57,10.66
CAPRIN2,6.17,9.12,6.42
CAPRIN2,6.5,9.7,6.77
CAPRIN2,5.38,8,5.51
CAPRIN2,5.32,7.92,5.42
CAPRIN2,5.42,8.07,5.51
CAPRIN2,5.57,8.26,5.65
CAPRIN2,5.27,7.79,5.35
CAPRIN2,6.22,9.19,6.59
CAPRIN2,5.68,8.15,5.84
LINC00941,0.7,1.01,0.75
TSPAN11,0.18,0.53,0.28
TSPAN11,0.19,0.54,0.29
TSPAN11,0.19,0.54,0.3
DDX11-AS1,0.19,0.22,0.19
DDX11,2.81,1.82,2
DDX11,3.31,1.94,2.29
DDX11,4.44,3.01,3.09
DDX11,4.56,3.08,3.15
DDX11,4.38,3.03,3.07
DDX11,4.61,3.18,3.2
DDX11,4.54,3.06,3.12
DDX11,4.24,2.91,2.96
SNORA75,0.09,0.19,0.09
DDX11,1.79,1.51,1.34
DDX11,4.2,3.04,2.96
DDX11,5.68,3.99,4.06
DKFZp434C0631,0.24,0.35,0.83
DKFZp434C0631,0.34,0.38,0.63
OVOS2,0.04,0.07,0.05
FAM60A,14.76,13.77,18.28
FAM60A,15.19,14.18,18.81
FAM60A,15.08,13.97,18.69
FAM60A,15.05,13.99,18.66
FAM60A,15.82,14.7,19.76
FAM60A,15.08,14.22,18.99
FLJ13224,0.06,0.03,0.07
BC039477,0,0,0.02
DENND5B,5.65,4.66,4.09
DENND5B,5.85,4.8,4.36
DENND5B,5.68,5.82,6.03
DENND5B,8.22,8.97,9.55
DENND5B-AS1,0.19,0.17,0.1
METTL20,0.95,1.17,0.88
METTL20,0.92,1.12,0.86
METTL20,0.96,1.17,0.89
AMN1,4.25,4,3.33
AMN1,4.22,4.03,3.35
AMN1,3.87,3.64,3.05
AMN1,4.1,4.05,3.34
AMN1,3.21,3.37,2.66
H3F3C,0.14,0.34,0.24
KIAA1551,4.64,4.07,4.48
BICD1,12.57,17.85,11.44
BICD1,13.39,18.99,12.23
BICD1,12.82,18.25,11.69
BICD1,6.25,8.93,5.45
FGD4,5.29,2.79,4.03
FGD4,3.43,1.64,2.63
FGD4,5.11,2.47,3.8
FGD4,5.3,2.79,4.06
FGD4,5.13,2.71,3.95
FGD4,5.29,2.79,4.04
FGD4,4.19,2.13,3.19
DNM1L,18.63,16.62,16.04
DNM1L,17.79,16.18,15.4
DNM1L,17.88,15.54,15.77
DNM1L,18.06,15.62,15.82
DNM1L,17.99,15.63,15.83
DNM1L,17.16,14.92,15.19
DNM1L,17.1,14.9,15.19
DNM1L,17.83,15.53,15.78
DNM1L,16.45,14.3,14.55
YARS2,5.76,4.16,6.47
PKP2,0.21,0.23,0.16
PKP2,0.02,0.01,0.02
PKP2,0.02,0.01,0.02
ALG10,1.97,1.42,1.47
ALG10B,2.05,2.11,1.85
CPNE8,0,0,0
CPNE8,0,0,0
KIF21A,22.91,21.03,24.99
KIF21A,32.85,30.01,35.58
KIF21A,36.86,33.14,39.86
KIF21A,37.22,33.4,39.91
KIF21A,35.71,31.2,37.79
KIF21A,36.47,31.9,38.66
KIF21A,36.35,31.76,38.49
KIF21A,36.44,31.68,38.42
ABCD2,2.95,2.33,4.46
C12orf40,0,0.01,0
C12orf40,0.03,0.05,0.08
SLC2A13,15.57,14.83,16.11
SLC2A13,6.61,9.54,7.33
SLC2A13,6.07,5.76,7.01
LRRK2,0.14,0.02,0.02
LRRK2,0.11,0.02,0.01
LRRK2,0.13,0.01,0.02
LRRK2,0.09,0.01,0.02
CNTN1,0.27,0.08,1.95
CNTN1,0.52,0.09,2.23
CNTN1,0.24,0.08,1.77
contactin 1,0.1,0.4,0.21
CNTN1,0.52,0.09,2.2
PDZRN4,0.04,0,0.02
PDZRN4,0.05,0,0.02
PDZRN4,0.05,0,0.02
PDZRN4,0.05,0,0.03
GXYLT1,4.29,3.27,3.69
GXYLT1,4.35,3.3,3.71
YAF2,4.21,3.01,4.4
YAF2,4.2,3,4.38
YAF2,4.43,3.11,4.55
YAF2,4.29,3.03,4.44
YAF2,0.39,0.39,0.51
ZCRB1,20.37,17.79,18.41
PPHLN1,9.42,5.74,6.77
PPHLN1,12.88,8.63,10.99
PPHLN1,13.37,9,11.53
PPHLN1,13.44,8.58,10.66
PPHLN1,13.37,8.58,11.73
PPHLN1,14.04,8.52,11.47
PPHLN1,7.33,4.63,5.6
PPHLN1,7.44,4.56,5.7
PPHLN1,7.34,4.07,5.26
PPHLN1,6.5,3.64,4.73
PPHLN1,7.38,4.3,5.27
PPHLN1,5.8,3.4,4.07
PPHLN1,10.4,5.93,7.81
PPHLN1,6.14,3.75,4.79
AK096233,0.22,0.08,0.07
PRICKLE1,0.65,0.16,0.29
PRICKLE1,0.66,0.16,0.29
PRICKLE1,0.66,0.16,0.29
PRICKLE1,0.62,0.16,0.28
PRICKLE1,0.33,0.13,0.22
ADAMTS20,0,0,0.01
ADAMTS20,0,0,0.01
ADAMTS20,0,0,0.01
PUS7L,2.66,2.28,1.85
PUS7L,2.83,2.45,2.01
PUS7L,2.82,2.44,1.99
PUS7L,2.69,2.51,1.95
IRAK4,3.1,3.69,3.76
IRAK4,3.17,3.76,3.83
IRAK4,3.15,3.8,3.84
IRAK4,3.22,3.88,3.92
IRAK4,3.27,3.88,3.93
IRAK4,3.06,3.63,3.73
IRAK4,3.12,3.7,3.8
TWF1,23.84,21.67,23.49
TWF1,25.19,22.87,24.97
TWF1,25.49,23.08,25.14
TMEM117,2.19,1.61,1.84
TMEM117,2.1,1.64,1.86
TMEM117,2.13,1.6,1.83
NELL2,0.09,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.08,0.01,0.03
NELL2,0.09,0.01,0.03
NELL2,0.08,0.01,0.03
DBX2,0.21,0.02,0.06
RACGAP1P,0,0.01,0
PLEKHA8P1,1.58,1.1,1.45
ANO6,17.59,25.13,16.5
ANO6,19.15,26.27,17.21
ANO6,19.47,26.67,17.46
ANO6,15.61,21.72,14.21
ANO6,19.31,26.34,17.29
BC053951,0.43,0.5,0.39
LINC00938,6.64,5.81,6.04
ARID2,8.06,8.78,7.09
ARID2,7.18,7.85,6.25
ARID2,1.5,1.71,1.47
ARID2,6.95,7.62,5.92
ARID2,7.02,7.7,5.99
ARID2,6.86,7.53,5.79
AX748322,0.42,0.68,0.51
SCAF11,14.68,16.51,15.2
SCAF11,17.08,18.73,17.54
SCAF11,17.64,18.33,18
SCAF11,3.68,3.12,3.19
SCAF11,3.41,3,3.09
SLC38A1,3.17,16.68,15.54
SLC38A1,2.9,15.29,14.26
SLC38A1,3,15.77,14.71
SLC38A1,2.86,15.03,13.99
SLC38A1,2.91,15.25,14.2
SLC38A1,2.43,10.45,11.19
SLC38A1,2.47,11.11,12.58
SLC38A2,37.48,49.41,42.97
SLC38A2,37.12,48.18,42.13
SLC38A2,37.44,48.94,42.84
SLC38A4,1.07,0.05,0.12
SLC38A4,1.13,0.05,0.12
SLC38A4,1.08,0.03,0.12
AMIGO2,0.76,0.07,0.18
AMIGO2,0.64,0.06,0.14
AMIGO2,0.63,0.06,0.14
AMIGO2,0.86,0.08,0.21
PCED1B,0.02,0.01,0.01
AX747844,0.03,0.04,0.01
PCED1B-AS1,0.04,0.04,0.03
PCED1B,0.01,0.01,0.01
PCED1B,0,0,0.01
RPAP3,12.45,8.97,10.62
RPAP3,12.09,8.58,10.33
RPAP3,12.16,8.74,10.45
ENDOU,0.05,0.09,0.08
ENDOU,0.06,0.1,0.09
ENDOU,0.05,0.08,0.1
ENDOU,0.05,0.08,0.09
AL831948,0.25,0.24,0.23
RAPGEF3,0.5,0.52,0.5
RAPGEF3,0.52,0.52,0.55
RAPGEF3,0.55,0.54,0.58
RAPGEF3,0.56,0.54,0.57
RAPGEF3,0.71,0.61,0.76
RAPGEF3,0.74,0.64,0.79
RAPGEF3,0.74,0.63,0.79
RAPGEF3,0.89,0.47,0.72
RAPGEF3,1.01,0.73,0.91
RAPGEF3,1.05,0.69,1.17
RAPGEF3,0.96,0.61,0.99
SLC48A1,6.02,5.41,6.35
SLC48A1,10.98,9.62,11.75
HDAC7,13.05,14.77,13.37
HDAC7,12.62,14.46,12.88
HDAC7,12.82,14.46,12.94
HDAC7,12.57,14.46,12.88
HDAC7,9.84,10.75,10.12
VDR,0.05,0.22,0.09
VDR,0.05,0.23,0.1
VDR,0.04,0.21,0.09
VDR,0.05,0.23,0.09
TMEM106C,41.71,18.82,36.69
TMEM106C,42.04,19.4,37.16
TMEM106C,39.78,17.98,35.06
TMEM106C,40.02,18.5,35.45
COL2A1,0.76,0.22,1.62
COL2A1,0.59,0.18,1.38
COL2A1,0.63,0.18,1.39
COL2A1,0.6,0.17,1.36
SENP1,5.45,4.5,5.61
SENP1,4.93,4.01,5.07
SENP1,4.97,4.04,5.11
SENP1,5.11,4.18,5.26
SENP1,5.21,4.29,5.38
PFKM,20.56,36.17,32.07
PFKM,17.83,30.77,27.03
PFKM,22.57,39.67,35.13
PFKM,20.72,36.32,32
PFKM,23.49,41.33,36.64
PFKM,22.83,40.18,35.62
PFKM,23.49,41.1,36.19
ASB8,9.58,9.05,10.25
ASB8,9.54,9.04,10.26
C12orf68,0.29,0.09,0.09
ZNF641,2.28,0.89,1.16
ZNF641,2.4,0.94,1.21
ZNF641,2.38,0.93,1.17
OR8S1,0,0.01,0
LALBA,0,0.02,0
KANSL2,13.89,13.17,15.91
KANSL2,12.22,11.94,14.02
KANSL2,14.47,14.06,16.48
KANSL2,13.1,12.42,14.72
SNORA2A,0.09,0.11,0
SNORA2B,0,0.2,0.21
CCNT1,8.49,10,8.96
CCNT1,8.45,9.91,8.89
ADCY6,11.41,11.64,9.85
ADCY6,12.09,12.36,10.54
ADCY6,12.22,12.46,10.58
ADCY6,5.97,6.32,5.48
MIR4701,0,0.43,0
CACNB3,2.7,2.86,4.25
CACNB3,7.48,7.52,11.94
CACNB3,7.39,7.42,11.79
CACNB3,5.68,5.77,8.86
CACNB3,7.04,7.19,11.3
CACNB3,6.83,6.99,10.84
DDX23,33.33,21.5,24.21
RND1,0.56,0.45,1.12
CCDC65,0.22,0.25,0.26
FKBP11,1.62,2.18,1.84
FKBP11,1.99,2.32,2.23
FKBP11,1.06,1.33,1.18
FKBP11,1.6,1.75,1.93
ARF3,32.14,33.08,31.73
ARF3,29.79,30.88,29.59
WNT10B,0.12,0.39,0.27
WNT10B,0.12,0.36,0.25
WNT1,0.04,0.23,0.08
DDN,0.25,3.11,1.04
PRKAG1,25.35,23.25,29.21
PRKAG1,25.39,23.31,29.34
PRKAG1,27.11,24.84,31.33
PRKAG1,9.72,8.88,11.03
KMT2D,5.68,10.22,6.53
RHEBL1,1.38,0.72,1.45
RHEBL1,1.27,0.7,1.45
RHEBL1,1.4,0.77,1.48
DHH,0.09,0.18,0.14
LMBR1L,9.04,11.14,11.21
LMBR1L,8.3,10.61,10.45
LMBR1L,8.85,11.06,11.08
LMBR1L,5.74,8.09,7.41
LMBR1L,6.67,7.83,7.79
LMBR1L,6.64,8.1,8.25
LMBR1L,3.06,5.11,4.42
TUBA1A,495.66,322.27,510.57
TUBA1B,267.17,173.78,276.82
TUBA1B,494.58,321.21,511.36
TUBA1A,396.18,259.58,410.26
TUBA1A,763.27,569.52,693.07
TUBA1A,1016.04,756.93,919.77
TUBA1A,941.24,702.2,854.52
TUBA1C,78.83,84.03,108.41
D28390,3.04,3.36,4.04
TUBA1C,82.22,84.86,110.89
TUBA1C,89.12,93.53,121.51
PRPH,0.82,0.65,0.45
TROAP,7.79,5.33,16.04
TROAP,8.21,5.9,17.06
TROAP,4.56,3,8.16
TROAP,4.19,2.77,7.34
TROAP,6.39,4.65,11.93
TROAP,5.88,4.2,10.91
C1QL4,1.96,4.02,6.11
DNAJC22,0.99,1.67,1.07
DNAJC22,0.75,1.28,0.85
SPATS2,2.81,2.85,3.22
SPATS2,13.9,13.62,17.46
SPATS2,13.39,13.1,16.79
SPATS2,13.53,13.27,16.93
SPATS2,14.05,13.81,17.57
LOC100335030,1.21,1.25,1.1
KCNH3,3.69,6.31,5.03
KCNH3,3.65,6.24,5.01
MCRS1,23.92,17.15,20.96
MCRS1,18.15,13.33,15.95
MCRS1,23.61,16.98,20.78
MCRS1,23.93,16.93,20.58
FAM186B,0.12,0.14,0.06
FAM186B,0.11,0.15,0.08
PRPF40B,5.05,7.3,6.37
PRPF40B,4.5,6.49,5.66
PRPF40B,5.28,7.63,6.65
FMNL3,7.77,6.89,6.64
FMNL3,8.68,7.68,7.39
FMNL3,8.8,7.7,7.39
FMNL3,8.63,7.59,7.27
TMBIM6,256.63,220.34,292.37
TMBIM6,243.07,206.87,276.71
TMBIM6,226.62,194.51,258.31
TMBIM6,206,176.85,234.86
NCKAP5L,6.47,11.9,7.94
NCKAP5L,5.95,11.62,7.7
NCKAP5L,6.25,11.83,7.81
BCDIN3D-AS1,0.62,0.75,0.34
BCDIN3D-AS1,0.98,1,0.66
BCDIN3D-AS1,0.98,1,0.66
